label,src,dst,target_id,status,message,input_fps,input_frame_count,input_w,input_h,output_fps,output_frames,output_w,output_h,x1,y1,x2,y2,face_detected,padded
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\109.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\109.mp4,109,done,,25.0,298,640,480,25,25,1024,576,28,0,628,338,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\112.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\112.mp4,112,done,,30.0,418,1920,1080,25,25,1024,576,0,0,1920,1080,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\128.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\128.mp4,128,done,,25.0,735,640,480,25,25,1024,576,84,12,480,235,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\134.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\134.mp4,134,done,,30.0,346,1280,720,25,25,1024,576,135,0,1100,543,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\147.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\147.mp4,147,done,,30.0,667,600,480,25,25,1024,576,0,15,600,352,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\150.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\150.mp4,150,done,,25.0,456,854,480,25,25,1024,576,122,0,774,367,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\153.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\153.mp4,153,done,,25.0,732,640,480,25,25,1024,576,59,0,640,327,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\159.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\159.mp4,159,done,,25.0,325,600,480,25,25,1024,576,0,0,600,337,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\168.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\168.mp4,168,done,,30.0,1228,640,480,25,25,1024,576,34,0,597,317,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\175.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\175.mp4,175,done,,25.0,504,640,480,25,25,1024,576,0,0,634,357,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\178.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\178.mp4,178,done,,25.0,521,640,480,25,25,1024,576,290,98,626,287,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\183.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\183.mp4,183,done,,30.0,390,1280,720,25,25,1024,576,0,0,1280,720,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\189.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\189.mp4,189,done,,25.0,512,640,480,25,25,1024,576,13,0,640,353,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\192.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\192.mp4,192,done,,30.0,287,1280,720,25,25,1024,576,108,0,1201,615,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\200.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\200.mp4,200,done,,25.0,719,854,480,25,25,1024,576,170,8,735,326,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\206.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\206.mp4,206,done,,25.0,714,656,480,25,25,1024,576,66,0,585,292,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\210.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\210.mp4,210,done,,30.0,839,654,480,25,25,1024,576,0,9,654,376,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\221.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\221.mp4,221,done,,25.0,718,1280,720,25,25,1024,576,567,11,1091,306,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\222.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\222.mp4,222,done,,30.0,407,640,480,25,25,1024,576,0,0,640,360,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\228.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\228.mp4,228,done,,25.0,556,854,480,25,25,1024,576,136,0,854,404,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\241.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\241.mp4,241,done,,30.0,292,854,480,25,25,1024,576,0,0,854,480,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\251.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\251.mp4,251,done,,25.0,346,1920,1080,25,25,1024,576,320,0,1656,752,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\252.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\252.mp4,252,done,,25.0,572,800,480,25,25,1024,576,0,0,567,319,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\253.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\253.mp4,253,done,,30.0,501,1280,720,25,25,1024,576,0,0,1280,720,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\254.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\254.mp4,254,done,,25.0,427,1280,720,25,25,1024,576,568,6,1135,325,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\257.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\257.mp4,257,done,,25.0,763,656,480,25,25,1024,576,269,79,656,297,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\261.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\261.mp4,261,done,,25.0,677,600,480,25,25,1024,576,6,33,537,332,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\263.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\263.mp4,263,done,,30.0,300,1280,720,25,25,1024,576,0,0,1280,720,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\264.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\264.mp4,264,done,,30.0,455,854,480,25,25,1024,576,0,3,504,287,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\266.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\266.mp4,266,done,,25.0,465,720,480,25,25,1024,576,56,0,635,326,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\271.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\271.mp4,271,done,,30.0,490,640,480,25,25,1024,576,95,0,551,257,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\272.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\272.mp4,272,done,,30.0,323,1280,720,25,25,1024,576,0,0,760,428,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\284.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\284.mp4,284,done,,30.0,483,1920,1080,25,25,1024,576,0,0,1920,1080,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\288.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\288.mp4,288,done,,25.0,543,640,480,25,25,1024,576,0,0,485,273,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\289.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\289.mp4,289,done,,25.0,597,720,480,25,25,1024,576,0,0,629,354,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\292.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\292.mp4,292,done,,30.0,425,1280,720,25,25,1024,576,180,0,1116,527,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\294.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\294.mp4,294,done,,30.0,604,1280,720,25,25,1024,576,121,0,1173,592,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\321.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\321.mp4,321,done,,25.0,567,640,480,25,25,1024,576,58,0,610,311,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\324.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\324.mp4,324,done,,25.0,1249,640,480,25,25,1024,576,0,18,640,378,True,False
real,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\real\337.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\real\337.mp4,337,done,,25.0,331,640,480,25,25,1024,576,117,0,549,243,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\008_990.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\008_990.mp4,008,done,,25.0,305,640,480,25,25,1024,576,185,0,640,256,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\009_027.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\009_027.mp4,009,done,,30.0,315,640,480,25,25,1024,576,0,42,640,402,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\015_919.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\015_919.mp4,015,done,,30.0,534,640,480,25,25,1024,576,34,24,640,365,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\027_009.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\027_009.mp4,027,done,,30.0,588,640,480,25,25,1024,576,0,0,640,360,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\033_097.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\033_097.mp4,033,done,,25.0,478,832,480,25,25,1024,576,226,0,567,192,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\035_036.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\035_036.mp4,035,done,,25.0,337,640,480,25,25,1024,576,0,0,640,360,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\036_035.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\036_035.mp4,036,done,,25.0,423,640,480,25,25,1024,576,0,0,640,360,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\044_945.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\044_945.mp4,044,done,,30.0,761,1280,720,25,25,1024,576,0,0,1280,720,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\046_904.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\046_904.mp4,046,done,,30.0,359,1280,720,25,25,1024,576,0,7,1267,720,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\054_071.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\054_071.mp4,054,done,,30.0,453,640,480,25,25,1024,576,1,0,637,358,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\055_147.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\055_147.mp4,055,done,,30.0,667,640,480,25,25,1024,576,0,0,640,360,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\060_088.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\060_088.mp4,060,done,,25.0,665,576,480,25,25,1024,576,0,31,576,355,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\062_066.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\062_066.mp4,062,done,,30.0,435,640,480,25,25,1024,576,0,17,458,275,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\066_062.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\066_062.mp4,066,done,,30.0,423,704,480,25,25,1024,576,104,1,607,284,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\071_054.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\071_054.mp4,071,done,,30.0,368,640,480,25,25,1024,576,4,0,640,358,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\088_060.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\088_060.mp4,088,done,,25.0,844,640,480,25,25,1024,576,16,16,640,367,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\096_101.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\096_101.mp4,096,done,,30.0,1148,1920,1080,25,25,1024,576,114,96,711,432,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\097_033.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\097_033.mp4,097,done,,25.0,809,640,480,25,25,1024,576,16,0,405,219,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\101_096.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\101_096.mp4,101,done,,30.0,504,832,480,25,25,1024,576,72,6,729,376,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\107_109.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\107_109.mp4,107,done,,25.0,298,640,480,25,25,1024,576,0,0,524,295,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\109_107.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\109_107.mp4,109,done,,25.0,556,640,480,25,25,1024,576,26,0,621,335,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\112_892.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\112_892.mp4,112,done,,30.0,311,1920,1080,25,25,1024,576,0,0,1920,1080,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\128_896.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\128_896.mp4,128,done,,25.0,531,640,480,25,25,1024,576,82,13,483,239,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\134_192.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\134_192.mp4,134,done,,30.0,287,1280,720,25,25,1024,576,123,0,1109,555,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\147_055.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\147_055.mp4,147,done,,30.0,394,576,480,25,25,1024,576,0,20,576,344,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\150_153.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\150_153.mp4,150,done,,25.0,732,832,480,25,25,1024,576,104,0,770,375,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\153_150.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\153_150.mp4,153,done,,25.0,456,640,480,25,25,1024,576,57,0,640,328,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\159_175.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\159_175.mp4,159,done,,25.0,504,576,480,25,25,1024,576,0,0,576,324,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\168_222.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\168_222.mp4,168,done,,30.0,407,640,480,25,25,1024,576,38,0,592,312,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\175_159.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\175_159.mp4,175,done,,25.0,325,640,480,25,25,1024,576,0,0,624,351,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\178_598.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\178_598.mp4,178,done,,25.0,686,640,480,25,25,1024,576,284,95,634,292,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\183_253.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\183_253.mp4,183,done,,30.0,501,1280,720,25,25,1024,576,0,0,1280,720,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\189_200.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\189_200.mp4,189,done,,25.0,719,640,480,25,25,1024,576,27,0,640,345,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\192_134.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\192_134.mp4,192,done,,30.0,346,1280,720,25,25,1024,576,58,0,1243,667,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\200_189.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\200_189.mp4,200,done,,25.0,512,832,480,25,25,1024,576,157,8,724,327,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\206_221.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\206_221.mp4,206,done,,25.0,718,640,480,25,25,1024,576,58,0,575,291,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\210_241.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\210_241.mp4,210,done,,30.0,292,640,480,25,25,1024,576,0,11,640,371,True,False
fake,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\ffpp_source\fake\221_206.mp4,C:\Users\leejy\Desktop\test_experiment\dataset\final_dataset_v2\raw_ffpp\fake\221_206.mp4,221,done,,25.0,714,1280,720,25,25,1024,576,563,11,1087,306,True,False
